Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,Protein stable ID,Protein stable ID version,Gene name,Transcript name
ENSG00000168216,ENSG00000168216.13,ENST00000649011,ENST00000649011.1,ENSP00000497575,ENSP00000497575.1,LMBRD1,LMBRD1-216
ENSG00000168216,ENSG00000168216.13,ENST00000649028,ENST00000649028.1,ENSP00000498034,ENSP00000498034.1,LMBRD1,LMBRD1-217
ENSG00000168216,ENSG00000168216.13,ENST00000650107,ENST00000650107.1,ENSP00000497124,ENSP00000497124.1,LMBRD1,LMBRD1-234
ENSG00000168216,ENSG00000168216.13,ENST00000647964,ENST00000647964.1,ENSP00000496784,ENSP00000496784.1,LMBRD1,LMBRD1-207
ENSG00000168216,ENSG00000168216.13,ENST00000648394,ENST00000648394.1,ENSP00000497302,ENSP00000497302.1,LMBRD1,LMBRD1-213
ENSG00000168216,ENSG00000168216.13,ENST00000648743,ENST00000648743.1,ENSP00000497135,ENSP00000497135.1,LMBRD1,LMBRD1-215
ENSG00000168216,ENSG00000168216.13,ENST00000650035,ENST00000650035.1,ENSP00000497703,ENSP00000497703.1,LMBRD1,LMBRD1-232
ENSG00000168216,ENSG00000168216.13,ENST00000649970,ENST00000649970.1,ENSP00000498046,ENSP00000498046.1,LMBRD1,LMBRD1-231
ENSG00000168216,ENSG00000168216.13,ENST00000647669,ENST00000647669.1,ENSP00000496862,ENSP00000496862.1,LMBRD1,LMBRD1-205
ENSG00000165973,ENSG00000165973.19,ENST00000298925,ENST00000298925.9,ENSP00000298925,ENSP00000298925.5,NELL1,NELL1-201
ENSG00000165973,ENSG00000165973.19,ENST00000357134,ENST00000357134.10,ENSP00000349654,ENSP00000349654.5,NELL1,NELL1-203
ENSG00000165973,ENSG00000165973.19,ENST00000532434,ENST00000532434.5,ENSP00000437170,ENSP00000437170.1,NELL1,NELL1-211
ENSG00000165973,ENSG00000165973.19,ENST00000325319,ENST00000325319.9,ENSP00000317837,ENSP00000317837.5,NELL1,NELL1-202
ENSG00000108405,ENSG00000108405.4,ENST00000225538,ENST00000225538.4,ENSP00000225538,ENSP00000225538.3,P2RX1,P2RX1-201
ENSG00000167972,ENSG00000167972.14,ENST00000301732,ENST00000301732.10,ENSP00000301732,ENSP00000301732.5,ABCA3,ABCA3-201
ENSG00000167972,ENSG00000167972.14,ENST00000382381,ENST00000382381.7,ENSP00000371818,ENSP00000371818.3,ABCA3,ABCA3-202
ENSG00000167972,ENSG00000167972.14,ENST00000567910,ENST00000567910.1,ENSP00000454397,ENSP00000454397.1,ABCA3,ABCA3-205
ENSG00000185339,ENSG00000185339.9,ENST00000450638,ENST00000450638.5,ENSP00000394184,ENSP00000394184.2,TCN2,TCN2-205
ENSG00000185339,ENSG00000185339.9,ENST00000405742,ENST00000405742.7,ENSP00000385914,ENSP00000385914.3,TCN2,TCN2-202
ENSG00000185339,ENSG00000185339.9,ENST00000215838,ENST00000215838.8,ENSP00000215838,ENSP00000215838.3,TCN2,TCN2-201
ENSG00000185339,ENSG00000185339.9,ENST00000407817,ENST00000407817.3,ENSP00000384914,ENSP00000384914.3,TCN2,TCN2-203
ENSG00000135048,ENSG00000135048.14,ENST00000377044,ENST00000377044.9,ENSP00000366243,ENSP00000366243.4,CEMIP2,CEMIP2-202
ENSG00000135048,ENSG00000135048.14,ENST00000377066,ENST00000377066.9,ENSP00000366266,ENSP00000366266.5,CEMIP2,CEMIP2-205
ENSG00000135048,ENSG00000135048.14,ENST00000396272,ENST00000396272.7,ENSP00000379569,ENSP00000379569.3,CEMIP2,CEMIP2-206
ENSG00000135048,ENSG00000135048.14,ENST00000377055,ENST00000377055.1,ENSP00000366254,ENSP00000366254.1,CEMIP2,CEMIP2-203
ENSG00000135048,ENSG00000135048.14,ENST00000377043,ENST00000377043.2,ENSP00000366242,ENSP00000366242.2,CEMIP2,CEMIP2-201
ENSG00000135048,ENSG00000135048.14,ENST00000545719,ENST00000545719.1,ENSP00000444571,ENSP00000444571.1,CEMIP2,CEMIP2-212
ENSG00000214711,ENSG00000214711.10,ENST00000403897,ENST00000403897.4,ENSP00000385247,ENSP00000385247.3,CAPN14,CAPN14-202
ENSG00000212122,ENSG00000212122.4,ENST00000390666,ENST00000390666.4,ENSP00000375081,ENSP00000375081.3,TSSK1B,TSSK1B-201
ENSG00000106012,ENSG00000106012.18,ENST00000402050,ENST00000402050.7,ENSP00000385597,ENSP00000385597.2,IQCE,IQCE-203
ENSG00000106012,ENSG00000106012.18,ENST00000415271,ENST00000415271.6,ENSP00000404643,ENSP00000404643.1,IQCE,IQCE-205
ENSG00000106012,ENSG00000106012.18,ENST00000438376,ENST00000438376.6,ENSP00000396178,ENSP00000396178.2,IQCE,IQCE-210
ENSG00000106012,ENSG00000106012.18,ENST00000476665,ENST00000476665.5,ENSP00000480715,ENSP00000480715.1,IQCE,IQCE-212
ENSG00000106012,ENSG00000106012.18,ENST00000611775,ENST00000611775.4,ENSP00000480668,ENSP00000480668.1,IQCE,IQCE-216
ENSG00000106012,ENSG00000106012.18,ENST00000325979,ENST00000325979.11,ENSP00000313772,ENSP00000313772.7,IQCE,IQCE-201
ENSG00000106012,ENSG00000106012.18,ENST00000423395,ENST00000423395.5,ENSP00000413570,ENSP00000413570.1,IQCE,IQCE-208
ENSG00000106012,ENSG00000106012.18,ENST00000422276,ENST00000422276.3,ENSP00000402108,ENSP00000402108.3,IQCE,IQCE-206
ENSG00000106012,ENSG00000106012.18,ENST00000427817,ENST00000427817.1,ENSP00000415261,ENSP00000415261.1,IQCE,IQCE-209
ENSG00000106012,ENSG00000106012.18,ENST00000423196,ENST00000423196.1,ENSP00000405982,ENSP00000405982.1,IQCE,IQCE-207
ENSG00000106012,ENSG00000106012.18,ENST00000623361,ENST00000623361.3,ENSP00000485601,ENSP00000485601.1,IQCE,IQCE-217
ENSG00000106012,ENSG00000106012.18,ENST00000404984,ENST00000404984.5,ENSP00000385945,ENSP00000385945.1,IQCE,IQCE-204
ENSG00000187624,ENSG00000187624.9,ENST00000360127,ENST00000360127.7,ENSP00000353245,ENSP00000353245.6,C17orf97,C17orf97-201
ENSG00000187624,ENSG00000187624.9,ENST00000571106,ENST00000571106.1,ENSP00000458320,ENSP00000458320.1,C17orf97,C17orf97-203
ENSG00000187624,ENSG00000187624.9,ENST00000491373,ENST00000491373.1,ENSP00000419482,ENSP00000419482.1,C17orf97,C17orf97-202
ENSG00000177425,ENSG00000177425.11,ENST00000328827,ENST00000328827.9,ENSP00000328088,ENSP00000328088.4,PAWR,PAWR-201
ENSG00000177425,ENSG00000177425.11,ENST00000550603,ENST00000550603.1,ENSP00000447507,ENSP00000447507.1,PAWR,PAWR-209
ENSG00000177425,ENSG00000177425.11,ENST00000551712,ENST00000551712.1,ENSP00000448317,ENSP00000448317.1,PAWR,PAWR-210
ENSG00000177425,ENSG00000177425.11,ENST00000548426,ENST00000548426.1,ENSP00000447454,ENSP00000447454.1,PAWR,PAWR-206
ENSG00000177425,ENSG00000177425.11,ENST00000552637,ENST00000552637.1,ENSP00000449928,ENSP00000449928.1,PAWR,PAWR-211
ENSG00000091622,ENSG00000091622.16,ENST00000421306,ENST00000421306.7,ENSP00000407882,ENSP00000407882.3,PITPNM3,PITPNM3-202
ENSG00000091622,ENSG00000091622.16,ENST00000262483,ENST00000262483.13,ENSP00000262483,ENSP00000262483.8,PITPNM3,PITPNM3-201
ENSG00000091622,ENSG00000091622.16,ENST00000575201,ENST00000575201.2,ENSP00000458901,ENSP00000458901.2,PITPNM3,PITPNM3-204
ENSG00000101216,ENSG00000101216.11,ENST00000370069,ENST00000370069.5,ENSP00000359086,ENSP00000359086.1,GMEB2,GMEB2-202
ENSG00000101216,ENSG00000101216.11,ENST00000266068,ENST00000266068.5,ENSP00000266068,ENSP00000266068.1,GMEB2,GMEB2-201
ENSG00000101216,ENSG00000101216.11,ENST00000370077,ENST00000370077.2,ENSP00000359094,ENSP00000359094.1,GMEB2,GMEB2-203
ENSG00000129595,ENSG00000129595.14,ENST00000261486,ENST00000261486.6,ENSP00000261486,ENSP00000261486.5,EPB41L4A,EPB41L4A-201
ENSG00000213639,ENSG00000213639.10,ENST00000455580,ENST00000455580.5,ENSP00000390715,ENSP00000390715.1,PPP1CB,PPP1CB-208
ENSG00000213639,ENSG00000213639.10,ENST00000420282,ENST00000420282.5,ENSP00000398839,ENSP00000398839.1,PPP1CB,PPP1CB-205
ENSG00000213639,ENSG00000213639.10,ENST00000441461,ENST00000441461.5,ENSP00000414918,ENSP00000414918.1,PPP1CB,PPP1CB-207
ENSG00000213639,ENSG00000213639.10,ENST00000296122,ENST00000296122.10,ENSP00000296122,ENSP00000296122.6,PPP1CB,PPP1CB-201
ENSG00000213639,ENSG00000213639.10,ENST00000395366,ENST00000395366.3,ENSP00000378769,ENSP00000378769.2,PPP1CB,PPP1CB-203
ENSG00000213639,ENSG00000213639.10,ENST00000418910,ENST00000418910.1,ENSP00000388056,ENSP00000388056.1,PPP1CB,PPP1CB-204
ENSG00000213639,ENSG00000213639.10,ENST00000358506,ENST00000358506.6,ENSP00000351298,ENSP00000351298.2,PPP1CB,PPP1CB-202
ENSG00000111110,ENSG00000111110.12,ENST00000228705,ENST00000228705.7,ENSP00000228705,ENSP00000228705.5,PPM1H,PPM1H-201
ENSG00000185271,ENSG00000185271.9,ENST00000636854,ENST00000636854.3,ENSP00000490040,ENSP00000490040.1,KLHL33,KLHL33-202
ENSG00000185271,ENSG00000185271.9,ENST00000637228,ENST00000637228.1,ENSP00000489731,ENSP00000489731.1,KLHL33,KLHL33-203
ENSG00000185271,ENSG00000185271.9,ENST00000344581,ENST00000344581.4,ENSP00000341549,ENSP00000341549.4,KLHL33,KLHL33-201
ENSG00000197457,ENSG00000197457.10,ENST00000540534,ENST00000540534.5,ENSP00000439840,ENSP00000439840.1,STMN3,STMN3-202
ENSG00000197457,ENSG00000197457.10,ENST00000370053,ENST00000370053.3,ENSP00000359070,ENSP00000359070.1,STMN3,STMN3-201
ENSG00000197457,ENSG00000197457.10,ENST00000631920,ENST00000631920.1,ENSP00000487795,ENSP00000487795.1,STMN3,STMN3-203
ENSG00000197457,ENSG00000197457.10,ENST00000632676,ENST00000632676.1,ENSP00000487639,ENSP00000487639.1,STMN3,STMN3-204
ENSG00000197457,ENSG00000197457.10,ENST00000634126,ENST00000634126.1,ENSP00000488604,ENSP00000488604.1,STMN3,STMN3-205
ENSG00000099958,ENSG00000099958.15,ENST00000318109,ENST00000318109.12,ENSP00000315303,ENSP00000315303.8,DERL3,DERL3-202
ENSG00000099958,ENSG00000099958.15,ENST00000404056,ENST00000404056.1,ENSP00000384473,ENSP00000384473.1,DERL3,DERL3-203
ENSG00000099958,ENSG00000099958.15,ENST00000406855,ENST00000406855.7,ENSP00000384744,ENSP00000384744.3,DERL3,DERL3-204
ENSG00000099958,ENSG00000099958.15,ENST00000476077,ENST00000476077.1,ENSP00000419399,ENSP00000419399.1,DERL3,DERL3-208
ENSG00000092094,ENSG00000092094.11,ENST00000206542,ENST00000206542.9,ENSP00000206542,ENSP00000206542.4,OSGEP,OSGEP-201
ENSG00000092094,ENSG00000092094.11,ENST00000553640,ENST00000553640.3,ENSP00000451580,ENSP00000451580.1,OSGEP,OSGEP-203
ENSG00000186081,ENSG00000186081.12,ENST00000252242,ENST00000252242.9,ENSP00000252242,ENSP00000252242.4,KRT5,KRT5-201
ENSG00000186081,ENSG00000186081.12,ENST00000548409,ENST00000548409.5,ENSP00000448767,ENSP00000448767.1,KRT5,KRT5-204
ENSG00000186081,ENSG00000186081.12,ENST00000551188,ENST00000551188.5,ENSP00000449783,ENSP00000449783.1,KRT5,KRT5-208
ENSG00000186081,ENSG00000186081.12,ENST00000549420,ENST00000549420.1,ENSP00000447209,ENSP00000447209.1,KRT5,KRT5-205
ENSG00000186081,ENSG00000186081.12,ENST00000551275,ENST00000551275.1,ENSP00000448041,ENSP00000448041.1,KRT5,KRT5-209
ENSG00000186081,ENSG00000186081.12,ENST00000546577,ENST00000546577.1,ENSP00000449651,ENSP00000449651.1,KRT5,KRT5-202
ENSG00000188266,ENSG00000188266.14,ENST00000566332,ENST00000566332.5,ENSP00000457154,ENSP00000457154.1,HYKK,HYKK-205
ENSG00000188266,ENSG00000188266.14,ENST00000569878,ENST00000569878.5,ENSP00000455459,ENSP00000455459.1,HYKK,HYKK-206
ENSG00000188266,ENSG00000188266.14,ENST00000563233,ENST00000563233.2,ENSP00000454850,ENSP00000454850.1,HYKK,HYKK-203
ENSG00000188266,ENSG00000188266.14,ENST00000388988,ENST00000388988.9,ENSP00000373640,ENSP00000373640.4,HYKK,HYKK-201
ENSG00000188266,ENSG00000188266.14,ENST00000408962,ENST00000408962.6,ENSP00000386197,ENSP00000386197.2,HYKK,HYKK-202
ENSG00000243509,ENSG00000243509.6,ENST00000369996,ENST00000369996.3,ENSP00000359013,ENSP00000359013.1,TNFRSF6B,TNFRSF6B-201
ENSG00000095002,ENSG00000095002.15,ENST00000543555,ENST00000543555.6,ENSP00000442697,ENSP00000442697.1,MSH2,MSH2-204
ENSG00000095002,ENSG00000095002.15,ENST00000645506,ENST00000645506.1,ENSP00000495455,ENSP00000495455.1,MSH2,MSH2-208
ENSG00000095002,ENSG00000095002.15,ENST00000406134,ENST00000406134.5,ENSP00000384199,ENSP00000384199.1,MSH2,MSH2-202
ENSG00000095002,ENSG00000095002.15,ENST00000233146,ENST00000233146.7,ENSP00000233146,ENSP00000233146.2,MSH2,MSH2-201
ENSG00000251357,ENSG00000251357.4,ENST00000433835,ENST00000433835.3,ENSP00000400325,ENSP00000400325.3,,
ENSG00000069011,ENSG00000069011.16,ENST00000265340,ENST00000265340.12,ENSP00000265340,ENSP00000265340.6,PITX1,PITX1-201
ENSG00000069011,ENSG00000069011.16,ENST00000506438,ENST00000506438.5,ENSP00000427542,ENSP00000427542.1,PITX1,PITX1-205
ENSG00000069011,ENSG00000069011.16,ENST00000507253,ENST00000507253.5,ENSP00000422908,ENSP00000422908.1,PITX1,PITX1-206
ENSG00000069011,ENSG00000069011.16,ENST00000502676,ENST00000502676.1,ENSP00000423624,ENSP00000423624.1,PITX1,PITX1-202
ENSG00000101246,ENSG00000101246.20,ENST00000612256,ENST00000612256.4,ENSP00000484109,ENSP00000484109.1,ARFRP1,ARFRP1-208
ENSG00000101246,ENSG00000101246.20,ENST00000619493,ENST00000619493.4,ENSP00000479940,ENSP00000479940.1,ARFRP1,ARFRP1-213
ENSG00000101246,ENSG00000101246.20,ENST00000614942,ENST00000614942.4,ENSP00000483130,ENSP00000483130.1,ARFRP1,ARFRP1-210
ENSG00000101246,ENSG00000101246.20,ENST00000622789,ENST00000622789.5,ENSP00000483486,ENSP00000483486.1,ARFRP1,ARFRP1-214
ENSG00000101246,ENSG00000101246.20,ENST00000618838,ENST00000618838.4,ENSP00000479616,ENSP00000479616.1,ARFRP1,ARFRP1-212
ENSG00000101246,ENSG00000101246.20,ENST00000612157,ENST00000612157.4,ENSP00000479058,ENSP00000479058.1,ARFRP1,ARFRP1-207
ENSG00000101246,ENSG00000101246.20,ENST00000607873,ENST00000607873.1,ENSP00000476756,ENSP00000476756.1,ARFRP1,ARFRP1-202
ENSG00000240972,ENSG00000240972.2,ENST00000215754,ENST00000215754.8,ENSP00000215754,ENSP00000215754.7,MIF,MIF-201
ENSG00000083457,ENSG00000083457.12,ENST00000263087,ENST00000263087.9,ENSP00000263087,ENSP00000263087.4,ITGAE,ITGAE-201
ENSG00000083457,ENSG00000083457.12,ENST00000574026,ENST00000574026.2,ENSP00000467977,ENSP00000467977.1,ITGAE,ITGAE-209
ENSG00000135472,ENSG00000135472.9,ENST00000320634,ENST00000320634.8,ENSP00000321951,ENSP00000321951.3,FAIM2,FAIM2-201
ENSG00000135472,ENSG00000135472.9,ENST00000550890,ENST00000550890.5,ENSP00000450132,ENSP00000450132.1,FAIM2,FAIM2-205
ENSG00000135472,ENSG00000135472.9,ENST00000552669,ENST00000552669.5,ENSP00000446771,ENSP00000446771.1,FAIM2,FAIM2-206
ENSG00000135472,ENSG00000135472.9,ENST00000552863,ENST00000552863.5,ENSP00000449957,ENSP00000449957.1,FAIM2,FAIM2-207
ENSG00000135472,ENSG00000135472.9,ENST00000550635,ENST00000550635.6,ENSP00000449711,ENSP00000449711.2,FAIM2,FAIM2-204
ENSG00000135472,ENSG00000135472.9,ENST00000547871,ENST00000547871.1,ENSP00000449360,ENSP00000449360.1,FAIM2,FAIM2-202
ENSG00000104129,ENSG00000104129.10,ENST00000220496,ENST00000220496.9,ENSP00000220496,ENSP00000220496.4,DNAJC17,DNAJC17-201
ENSG00000104129,ENSG00000104129.10,ENST00000627802,ENST00000627802.1,ENSP00000485700,ENSP00000485700.1,DNAJC17,DNAJC17-212
ENSG00000164291,ENSG00000164291.17,ENST00000380009,ENST00000380009.9,ENSP00000369346,ENSP00000369346.4,ARSK,ARSK-201
ENSG00000164291,ENSG00000164291.17,ENST00000504763,ENST00000504763.1,ENSP00000422126,ENSP00000422126.1,ARSK,ARSK-202
ENSG00000158079,ENSG00000158079.16,ENST00000375360,ENST00000375360.7,ENSP00000364509,ENSP00000364509.3,PTPDC1,PTPDC1-202
ENSG00000158079,ENSG00000158079.16,ENST00000650567,ENST00000650567.1,ENSP00000497158,ENSP00000497158.1,PTPDC1,PTPDC1-205
ENSG00000158079,ENSG00000158079.16,ENST00000288976,ENST00000288976.3,ENSP00000288976,ENSP00000288976.3,PTPDC1,PTPDC1-201
ENSG00000158079,ENSG00000158079.16,ENST00000620992,ENST00000620992.5,ENSP00000477817,ENSP00000477817.1,PTPDC1,PTPDC1-204
ENSG00000277443,ENSG00000277443.3,ENST00000612661,ENST00000612661.2,ENSP00000478061,ENSP00000478061.1,MARCKS,MARCKS-201
ENSG00000183559,ENSG00000183559.12,ENST00000432000,ENST00000432000.5,ENSP00000410278,ENSP00000410278.1,C10orf120,C10orf120-202
ENSG00000183559,ENSG00000183559.12,ENST00000329446,ENST00000329446.5,ENSP00000331012,ENSP00000331012.4,C10orf120,C10orf120-201
ENSG00000099994,ENSG00000099994.11,ENST00000358321,ENST00000358321.4,ENSP00000351075,ENSP00000351075.3,SUSD2,SUSD2-201
ENSG00000172594,ENSG00000172594.13,ENST00000368440,ENST00000368440.5,ENSP00000357425,ENSP00000357425.4,SMPDL3A,SMPDL3A-201
ENSG00000172594,ENSG00000172594.13,ENST00000539041,ENST00000539041.5,ENSP00000442152,ENSP00000442152.1,SMPDL3A,SMPDL3A-203
ENSG00000182223,ENSG00000182223.7,ENST00000327939,ENST00000327939.4,ENSP00000329803,ENSP00000329803.4,ZAR1,ZAR1-201
ENSG00000100823,ENSG00000100823.12,ENST00000555414,ENST00000555414.5,ENSP00000451979,ENSP00000451979.1,APEX1,APEX1-210
ENSG00000100823,ENSG00000100823.12,ENST00000553681,ENST00000553681.5,ENSP00000451327,ENSP00000451327.1,APEX1,APEX1-206
ENSG00000100823,ENSG00000100823.12,ENST00000557344,ENST00000557344.5,ENSP00000452137,ENSP00000452137.1,APEX1,APEX1-218
ENSG00000100823,ENSG00000100823.12,ENST00000216714,ENST00000216714.8,ENSP00000216714,ENSP00000216714.3,APEX1,APEX1-201
ENSG00000100823,ENSG00000100823.12,ENST00000398030,ENST00000398030.8,ENSP00000381111,ENSP00000381111.4,APEX1,APEX1-202
ENSG00000100823,ENSG00000100823.12,ENST00000557181,ENST00000557181.5,ENSP00000452304,ENSP00000452304.1,APEX1,APEX1-217
ENSG00000100823,ENSG00000100823.12,ENST00000555839,ENST00000555839.5,ENSP00000452460,ENSP00000452460.1,APEX1,APEX1-211
ENSG00000100823,ENSG00000100823.12,ENST00000553368,ENST00000553368.1,ENSP00000451491,ENSP00000451491.1,APEX1,APEX1-204
ENSG00000100823,ENSG00000100823.12,ENST00000556054,ENST00000556054.5,ENSP00000451170,ENSP00000451170.1,APEX1,APEX1-212
ENSG00000100823,ENSG00000100823.12,ENST00000557054,ENST00000557054.1,ENSP00000452212,ENSP00000452212.2,APEX1,APEX1-214
ENSG00000100823,ENSG00000100823.12,ENST00000557592,ENST00000557592.5,ENSP00000451060,ENSP00000451060.1,APEX1,APEX1-220
ENSG00000100823,ENSG00000100823.12,ENST00000557150,ENST00000557150.5,ENSP00000452418,ENSP00000452418.1,APEX1,APEX1-215
ENSG00000100823,ENSG00000100823.12,ENST00000438886,ENST00000438886.1,ENSP00000416414,ENSP00000416414.1,APEX1,APEX1-203
ENSG00000154473,ENSG00000154473.18,ENST00000368865,ENST00000368865.9,ENSP00000357858,ENSP00000357858.4,BUB3,BUB3-203
ENSG00000154473,ENSG00000154473.18,ENST00000368859,ENST00000368859.6,ENSP00000357852,ENSP00000357852.1,BUB3,BUB3-202
ENSG00000154473,ENSG00000154473.18,ENST00000368858,ENST00000368858.9,ENSP00000357851,ENSP00000357851.5,BUB3,BUB3-201
ENSG00000154473,ENSG00000154473.18,ENST00000407911,ENST00000407911.2,ENSP00000383941,ENSP00000383941.2,BUB3,BUB3-204
ENSG00000109184,ENSG00000109184.15,ENST00000334635,ENST00000334635.10,ENSP00000334625,ENSP00000334625.5,DCUN1D4,DCUN1D4-201
ENSG00000109184,ENSG00000109184.15,ENST00000381441,ENST00000381441.7,ENSP00000370850,ENSP00000370850.3,DCUN1D4,DCUN1D4-202
ENSG00000109184,ENSG00000109184.15,ENST00000505403,ENST00000505403.5,ENSP00000426982,ENSP00000426982.1,DCUN1D4,DCUN1D4-209
ENSG00000109184,ENSG00000109184.15,ENST00000510808,ENST00000510808.1,ENSP00000426048,ENSP00000426048.1,DCUN1D4,DCUN1D4-219
ENSG00000109184,ENSG00000109184.15,ENST00000451288,ENST00000451288.6,ENSP00000389900,ENSP00000389900.2,DCUN1D4,DCUN1D4-203
ENSG00000112406,ENSG00000112406.5,ENST00000367658,ENST00000367658.3,ENSP00000356630,ENSP00000356630.2,HECA,HECA-201
ENSG00000113522,ENSG00000113522.14,ENST00000416135,ENST00000416135.5,ENSP00000389515,ENSP00000389515.1,RAD50,RAD50-202
ENSG00000113522,ENSG00000113522.14,ENST00000651541,ENST00000651541.1,ENSP00000498795,ENSP00000498795.1,RAD50,RAD50-212
ENSG00000113522,ENSG00000113522.14,ENST00000378823,ENST00000378823.8,ENSP00000368100,ENSP00000368100.4,RAD50,RAD50-201
ENSG00000113522,ENSG00000113522.14,ENST00000652485,ENST00000652485.1,ENSP00000498973,ENSP00000498973.1,RAD50,RAD50-216
ENSG00000113522,ENSG00000113522.14,ENST00000453394,ENST00000453394.5,ENSP00000400049,ENSP00000400049.1,RAD50,RAD50-205
ENSG00000113522,ENSG00000113522.14,ENST00000434288,ENST00000434288.1,ENSP00000396100,ENSP00000396100.1,RAD50,RAD50-204
ENSG00000113522,ENSG00000113522.14,ENST00000651249,ENST00000651249.1,ENSP00000498257,ENSP00000498257.1,RAD50,RAD50-211
ENSG00000113522,ENSG00000113522.14,ENST00000455677,ENST00000455677.1,ENSP00000396860,ENSP00000396860.1,RAD50,RAD50-206
ENSG00000100284,ENSG00000100284.22,ENST00000608749,ENST00000608749.5,ENSP00000476698,ENSP00000476698.1,TOM1,TOM1-218
ENSG00000100284,ENSG00000100284.22,ENST00000447733,ENST00000447733.5,ENSP00000398876,ENSP00000398876.1,TOM1,TOM1-208
ENSG00000100284,ENSG00000100284.22,ENST00000608674,ENST00000608674.5,ENSP00000477471,ENSP00000477471.1,TOM1,TOM1-217
ENSG00000100284,ENSG00000100284.22,ENST00000456128,ENST00000456128.5,ENSP00000393714,ENSP00000393714.1,TOM1,TOM1-211
ENSG00000100284,ENSG00000100284.22,ENST00000411850,ENST00000411850.5,ENSP00000413697,ENSP00000413697.1,TOM1,TOM1-203
ENSG00000100284,ENSG00000100284.22,ENST00000425375,ENST00000425375.5,ENSP00000394924,ENSP00000394924.1,TOM1,TOM1-205
ENSG00000100284,ENSG00000100284.22,ENST00000449058,ENST00000449058.7,ENSP00000394466,ENSP00000394466.2,TOM1,TOM1-209
ENSG00000100284,ENSG00000100284.22,ENST00000443206,ENST00000443206.2,ENSP00000389789,ENSP00000389789.1,TOM1,TOM1-207
ENSG00000055208,ENSG00000055208.19,ENST00000606202,ENST00000606202.1,ENSP00000476139,ENSP00000476139.1,TAB2,TAB2-206
ENSG00000055208,ENSG00000055208.19,ENST00000636456,ENST00000636456.1,ENSP00000490379,ENSP00000490379.1,TAB2,TAB2-208
ENSG00000055208,ENSG00000055208.19,ENST00000637181,ENST00000637181.2,ENSP00000490618,ENSP00000490618.1,TAB2,TAB2-209
ENSG00000055208,ENSG00000055208.19,ENST00000606797,ENST00000606797.5,ENSP00000475580,ENSP00000475580.1,TAB2,TAB2-207
ENSG00000055208,ENSG00000055208.19,ENST00000367456,ENST00000367456.5,ENSP00000356426,ENSP00000356426.1,TAB2,TAB2-201
ENSG00000055208,ENSG00000055208.19,ENST00000538427,ENST00000538427.5,ENSP00000445752,ENSP00000445752.1,TAB2,TAB2-205
ENSG00000173626,ENSG00000173626.10,ENST00000356128,ENST00000356128.4,ENSP00000348445,ENSP00000348445.4,TRAPPC3L,TRAPPC3L-201
ENSG00000173626,ENSG00000173626.10,ENST00000437098,ENST00000437098.5,ENSP00000395769,ENSP00000395769.1,TRAPPC3L,TRAPPC3L-203
ENSG00000173626,ENSG00000173626.10,ENST00000368602,ENST00000368602.4,ENSP00000357591,ENSP00000357591.3,TRAPPC3L,TRAPPC3L-202
ENSG00000256806,ENSG00000256806.6,ENST00000542475,ENST00000542475.3,ENSP00000491070,ENSP00000491070.1,C17orf100,C17orf100-201
ENSG00000111834,ENSG00000111834.13,ENST00000229554,ENST00000229554.10,ENSP00000229554,ENSP00000229554.5,RSPH4A,RSPH4A-201
ENSG00000111834,ENSG00000111834.13,ENST00000368580,ENST00000368580.4,ENSP00000357569,ENSP00000357569.4,RSPH4A,RSPH4A-202
ENSG00000111834,ENSG00000111834.13,ENST00000368581,ENST00000368581.8,ENSP00000357570,ENSP00000357570.4,RSPH4A,RSPH4A-203
ENSG00000148950,ENSG00000148950.11,ENST00000532287,ENST00000532287.6,ENSP00000435576,ENSP00000435576.1,IMMP1L,IMMP1L-209
